AAAAMMJJHH,type
2016-06-12 09:46:25,S
2016-06-12 20:15:33,S
2016-06-12 20:25:32,R
2016-06-12 23:43:12,S
2016-06-13 00:01:43,S
2016-06-13 00:47:29,S
2016-06-13 03:21:59,S
2016-06-13 03:35:56,S
2016-06-13 08:32:02,S
2016-06-13 11:55:26,S
2016-06-13 12:31:29,S
2016-06-13 12:52:07,S
2016-06-13 12:58:13,S
2016-06-13 13:51:36,S
2016-06-13 14:36:07,S
2016-06-13 15:13:59,S
2016-06-13 15:16:21,S
2016-06-13 18:48:19,S
2016-06-14 01:56:17,R
2016-06-14 04:29:26,S
2016-06-14 04:46:58,R
2016-06-14 06:02:10,S
2016-06-14 06:36:16,S
2016-06-14 07:37:02,S
2016-06-14 07:44:28,S
2016-06-14 08:41:42,S
2016-06-14 09:26:27,S
2016-06-14 12:11:22,S
2016-06-14 12:21:44,S
2016-06-14 13:13:48,S
2016-06-14 13:54:50,S
2016-06-15 01:25:24,S
2016-06-15 02:28:21,S
2016-06-15 13:50:27,S
2016-06-15 22:55:33,S
2016-06-15 23:27:56,S
2016-06-16 02:14:31,R
2016-06-16 02:53:52,S
2016-06-16 03:04:20,S
2016-06-16 03:07:04,S
2016-06-16 03:31:06,S
2016-06-16 10:09:26,S
2016-06-16 10:56:53,S
2016-06-16 17:58:09,S
2016-06-16 22:34:36,R
2016-06-16 23:20:33,S
2016-06-17 00:46:43,S
2016-06-17 07:46:25,S
2016-06-17 08:30:05,S
2016-06-17 10:03:23,S
2016-06-17 12:07:22,R
2016-06-17 21:41:39,S
2016-06-18 03:03:25,R
2016-06-18 10:54:41,S
2016-06-18 21:11:11,S
2016-06-19 09:13:32,S
2016-06-19 16:53:17,S
2016-06-19 19:42:01,R
2016-06-20 04:13:30,S
2016-06-20 07:20:58,S
2016-06-21 08:17:23,S
2016-06-22 22:45:55,S
2016-06-23 02:24:26,S
2016-06-23 14:06:45,S
2016-06-23 14:38:49,S
2016-06-23 17:42:08,S
2016-06-24 04:12:45,R
2016-06-25 05:12:39,S
2016-06-25 22:03:14,S
2016-06-26 11:26:00,S
2016-06-27 18:00:20,R
2016-06-28 06:49:00,S
2016-06-28 14:43:49,S
2016-06-29 00:14:04,S
2016-06-29 19:47:14,R
2016-06-29 20:37:36,S
2016-06-30 08:44:35,S
2016-06-30 14:05:07,S
2016-07-01 22:13:11,S
2016-07-01 22:26:07,S
2016-07-02 01:17:28,R
2016-07-04 08:42:03,S
2016-07-04 11:38:25,S
2016-07-04 13:35:17,R
2016-07-05 09:17:45,S
2016-07-05 22:53:45,S
2016-07-06 07:03:12,S
2016-07-06 20:54:41,S
2016-07-09 01:31:09,S
2016-07-09 06:50:50,S
2016-07-10 14:29:28,S
2016-07-11 07:50:11,S
2016-07-11 15:12:45,S
2016-07-11 18:24:01,R
2016-07-11 22:15:32,S
2016-07-11 22:22:34,S
2016-07-12 01:12:29,S
2016-07-12 07:03:22,S
2016-07-12 07:06:05,S
2016-07-13 09:25:18,S
2016-07-13 09:59:11,S
2016-07-13 23:55:29,S
2016-07-14 02:39:46,S
2016-07-14 07:19:16,S
2016-07-14 07:58:17,S
2016-07-14 13:52:56,S
2016-07-16 02:37:07,S
2016-07-16 02:46:07,S
2016-07-16 04:55:22,S
2016-07-16 12:33:32,S
2016-07-16 23:05:28,S
2016-07-17 04:08:40,S
2016-07-17 16:13:35,S
2016-07-19 03:39:58,S
2016-07-19 04:06:03,S
2016-07-19 09:04:14,S
2016-07-19 20:47:58,S
2016-07-21 01:29:08,S
2016-07-21 08:34:41,S
2016-07-21 08:52:55,S
2016-07-21 23:02:32,S
2016-07-22 17:33:17,S
2016-07-23 03:28:01,S
2016-07-23 10:41:16,S
2016-07-24 18:44:36,S
2016-07-25 02:28:19,S
2016-07-26 10:07:46,S
2016-07-26 19:15:58,S
2016-07-27 16:43:42,S
2016-07-30 20:21:58,S
2016-07-30 20:25:28,S
2016-07-31 05:18:47,S
2016-07-31 09:18:28,S
2016-07-31 21:40:18,S
2016-08-01 20:45:30,S
2016-08-03 10:55:47,S
2016-08-04 19:33:30,S
2016-08-05 05:18:48,S
2016-08-05 16:38:54,S
2016-08-07 03:22:58,S
2016-08-09 08:39:31,S
2016-08-10 04:54:06,S
2016-08-10 06:15:28,S
2016-08-11 09:21:03,S
2016-08-11 11:55:35,S
2016-08-13 19:38:21,S
2016-08-13 19:43:42,R
2016-08-13 20:35:46,S
2016-08-13 21:18:39,S
2016-08-14 08:00:14,S
2016-08-15 10:21:21,S
2016-08-16 05:43:18,S
2016-08-17 23:35:48,R
2016-08-18 00:11:10,S
2016-08-18 00:52:37,S
2016-08-18 02:03:51,S
2016-08-18 08:15:14,S
2016-08-18 08:35:04,S
2016-08-18 10:49:16,S
2016-08-18 14:20:53,S
2016-08-20 19:43:14,S
2016-08-20 19:43:42,S
2016-08-21 02:50:18,S
2016-08-22 08:23:21,S
2016-08-22 19:01:52,S
2016-08-22 23:27:47,S
2016-08-23 01:28:02,S
2016-08-23 08:34:23,S
2016-08-24 01:38:03,S
2016-08-24 01:57:33,S
2016-08-24 02:34:58,S
2016-08-24 03:01:09,S
2016-08-24 03:41:43,S
2016-08-24 04:08:22,S
2016-08-24 10:46:24,S
2016-08-24 11:52:00,S
2016-08-24 17:47:34,S
2016-08-25 03:18:47,R
2016-08-25 08:56:29,S
2016-08-25 12:37:39,S
2016-08-25 22:11:12,S
2016-08-26 04:29:58,S
2016-08-28 15:57:05,S
2016-08-28 16:43:33,S
2016-08-29 08:33:51,S
2016-08-29 09:07:22,S
2016-08-30 05:37:55,S
2016-08-30 06:36:00,S
2016-08-30 08:40:44,S
2016-08-30 09:25:26,S
2016-08-30 09:35:56,S
2016-08-30 09:47:52,S
2016-08-31 03:29:48,S
2016-08-31 04:51:04,S
2016-08-31 05:00:46,S
2016-08-31 23:49:41,S
2016-09-02 07:57:37,S
2016-09-02 17:02:37,S
2016-09-03 00:06:58,S
2016-09-03 01:35:42,S
2016-09-03 10:20:22,S
2016-09-03 19:15:27,S
2016-09-04 08:27:12,S
2016-09-04 09:59:24,S
2016-09-04 10:40:31,S
2016-09-04 18:55:28,S
2016-09-06 09:55:10,S
2016-09-07 08:18:43,S
2016-09-08 03:33:08,S
2016-09-08 09:25:03,S
2016-09-08 15:48:19,S
2016-09-08 16:23:49,S
2016-09-08 21:50:53,S
2016-09-09 04:19:45,S
2016-09-09 09:09:16,S
2016-09-09 23:41:33,S
2016-09-10 01:04:26,S
2016-09-10 13:16:53,S
2016-09-10 15:14:36,R
2016-09-10 18:45:34,S
2016-09-10 18:46:22,S
2016-09-11 06:44:08,R
2016-09-11 13:12:56,S
2016-09-12 10:05:58,S
2016-09-13 00:37:09,R
2016-09-13 08:03:12,S
2016-09-15 09:33:37,S
2016-09-16 09:31:26,R
2016-09-16 23:14:12,S
2016-09-17 02:57:24,S
2016-09-17 05:47:08,S
2016-09-17 21:56:52,S
2016-09-18 01:11:51,S
2016-09-18 03:00:54,S
2016-09-18 03:27:38,S
2016-09-18 04:32:01,S
2016-09-18 07:23:51,S
2016-09-18 17:08:18,R
2016-09-18 17:45:33,R
2016-09-18 22:56:00,S
2016-09-18 23:48:02,R
2016-09-19 00:09:02,S
2016-09-19 01:40:51,S
2016-09-19 08:21:44,R
2016-09-19 11:57:09,S
2016-09-19 23:35:57,S
2016-09-20 08:01:31,S
2016-09-20 09:17:42,S
2016-09-21 00:15:12,S
2016-09-22 02:12:04,S
2016-09-22 21:46:58,S
2016-09-23 10:39:07,R
2016-09-23 23:14:44,S
2016-09-25 00:36:08,S
2016-09-26 12:47:46,S
2016-09-27 00:30:38,R
2016-09-27 08:31:38,S
2016-09-27 19:45:13,S
2016-09-27 20:17:33,S
2016-09-27 21:01:19,S
2016-09-28 04:48:23,R
2016-09-29 09:23:27,S
2016-09-30 08:39:10,S
2016-09-30 08:42:07,S
2016-10-01 05:49:14,S
2016-10-01 18:51:07,R
2016-10-01 19:20:14,S
2016-10-01 23:17:59,S
2016-10-01 23:29:39,R
2016-10-02 00:53:13,S
2016-10-02 02:01:15,S
2016-10-02 05:46:51,S
2016-10-02 06:05:20,S
2016-10-02 15:09:27,S
2016-10-02 20:21:01,S
2016-10-03 06:44:24,S
2016-10-03 22:11:15,S
2016-10-04 00:09:16,S
2016-10-04 00:17:25,S
2016-10-04 08:02:49,S
2016-10-04 08:19:50,S
2016-10-04 08:58:57,S
2016-10-04 09:26:18,S
2016-10-04 14:06:18,S
2016-10-05 11:37:47,S
2016-10-06 09:14:38,R
2016-10-06 18:20:03,S
2016-10-07 07:27:57,S
2016-10-07 21:53:59,R
2016-10-08 02:10:04,S
2016-10-08 02:32:40,S
2016-10-08 10:15:59,S
2016-10-10 09:01:34,S
2016-10-10 20:22:50,R
2016-10-11 08:30:50,S
2016-10-11 09:50:48,S
2016-10-11 14:07:38,S
2016-10-12 01:14:38,S
2016-10-13 01:36:04,R
2016-10-13 02:54:16,S
2016-10-13 12:13:02,S
2016-10-13 13:28:49,S
2016-10-15 20:17:43,R
2016-10-16 00:12:54,S
2016-10-16 00:44:09,S
2016-10-16 00:51:12,R
2016-10-16 01:35:00,S
2016-10-16 02:23:56,R
2016-10-16 03:43:16,S
2016-10-16 09:34:07,R
2016-10-16 23:04:25,S
2016-10-16 23:06:28,R
2016-10-17 07:46:57,S
2016-10-17 19:04:44,S
2016-10-17 21:40:39,R
2016-10-18 02:09:51,S
2016-10-18 05:02:03,S
2016-10-18 11:56:52,S
2016-10-19 03:07:14,R
2016-10-19 08:59:02,S
2016-10-20 03:55:42,R
2016-10-20 09:31:29,S
2016-10-21 00:43:33,S
2016-10-21 01:20:47,S
2016-10-21 07:37:02,R
2016-10-21 07:42:49,S
2016-10-21 09:16:41,S
2016-10-21 12:20:26,S
2016-10-21 19:52:02,R
2016-10-21 19:59:09,R
2016-10-22 05:07:32,S
2016-10-22 21:24:51,S
2016-10-22 21:28:59,S
2016-10-22 21:39:42,S
2016-10-24 00:12:42,S
2016-10-24 14:44:42,R
2016-10-24 18:54:43,R
2016-10-24 18:57:07,S
2016-10-25 01:42:44,R
2016-10-25 08:56:38,S
2016-10-25 09:20:06,S
2016-10-25 13:55:48,R
2016-10-25 16:54:06,S
2016-10-25 17:39:39,S
2016-10-25 17:47:55,S
2016-10-25 17:57:32,R
2016-10-25 18:08:47,S
2016-10-25 18:12:39,S
2016-10-25 18:33:42,S
2016-10-25 18:36:23,S
2016-10-25 18:36:52,R
2016-10-25 18:37:34,S
2016-10-25 18:38:46,R
2016-10-25 18:40:02,S
2016-11-30 10:00:00,S
2016-12-01 03:01:38,S
2016-12-01 09:54:26,S
2016-12-03 09:02:17,S
2016-12-03 11:17:38,S
2016-12-04 04:45:24,R
2016-12-04 08:13:19,S
2016-12-04 09:59:21,S
2016-12-04 13:34:49,S
2016-12-04 16:13:07,S
2016-12-05 03:03:00,S
2016-12-07 18:25:15,S
2016-12-07 19:59:05,S
2016-12-07 20:33:10,S
2016-12-07 23:42:52,S
2016-12-08 03:27:21,S
2016-12-08 05:24:36,S
2016-12-09 07:22:48,S
2016-12-09 10:01:32,S
2016-12-10 21:59:59,S
2016-12-11 12:56:21,S
2016-12-13 22:40:45,S
2016-12-16 18:42:07,S
2016-12-17 11:10:42,S
2016-12-17 20:57:25,S
2016-12-17 22:36:00,S
2016-12-17 23:15:59,S
2016-12-19 11:53:54,S
2016-12-20 06:07:45,S
2016-12-20 10:41:06,S
2016-12-20 15:06:07,S
2016-12-20 18:59:04,S
2016-12-21 10:15:21,S
2016-12-21 10:37:08,R
2016-12-22 06:09:34,S
2016-12-22 15:05:07,R
2016-12-22 19:24:39,R
2016-12-22 19:34:53,S
2016-12-22 19:50:42,S
2016-12-22 19:56:03,S
2016-12-22 21:07:13,S
2016-12-22 21:08:54,S
2016-12-23 03:17:23,S
2016-12-23 04:29:43,S
2016-12-23 09:17:32,R
2016-12-23 09:54:49,S
2016-12-23 23:41:42,S
2016-12-24 21:18:54,S
2016-12-25 05:20:51,S
2016-12-26 00:59:05,S
2016-12-27 03:35:05,S
2016-12-27 23:24:21,S
2016-12-28 09:04:56,S
2016-12-28 09:26:27,S
2016-12-29 03:04:35,S
2016-12-29 11:52:55,S
2016-12-29 14:38:30,S
2016-12-30 06:16:38,S
2016-12-30 16:45:06,S
2016-12-30 19:50:37,S
2016-12-30 23:17:05,S
2016-12-31 19:11:11,S
2017-01-02 15:15:55,S
2017-01-02 23:43:42,R
2017-01-03 01:20:33,R
2017-01-03 05:52:04,R
2017-01-03 09:05:45,S
2017-01-03 09:06:50,R
2017-01-03 18:54:38,R
2017-01-03 18:56:15,S
2017-01-04 10:28:06,S
2017-01-04 10:49:01,S
2017-01-04 21:49:42,R
2017-01-11 15:06:30,R
2017-01-12 12:04:50,R
2017-01-12 18:45:39,R
2017-01-12 21:02:16,S
2017-01-13 02:55:35,S
2017-01-13 06:13:58,R
2017-01-13 14:35:12,S
2017-01-13 15:09:14,S
2017-01-13 19:05:31,R
2017-01-14 09:53:26,R
2017-01-14 09:55:51,S
2017-01-14 10:47:18,S
2017-01-14 12:53:42,S
2017-01-15 10:38:15,R
2017-01-16 00:17:42,R
2017-01-16 13:29:02,R
2017-01-17 00:28:46,S
2017-01-17 08:44:49,S
2017-01-17 09:14:39,S
2017-01-17 10:50:28,R
2017-01-17 11:21:00,R
2017-01-17 12:59:38,S
2017-01-17 14:09:54,S
2017-01-17 21:38:25,S
2017-01-18 01:12:45,S
2017-01-18 09:27:13,S
2017-01-18 10:15:42,S
2017-01-18 10:27:00,R
2017-01-18 13:35:11,R
2017-01-18 15:17:43,S
2017-01-19 10:10:40,S
2017-01-19 10:49:25,R
2017-01-19 11:11:59,R
2017-01-19 11:34:55,S
2017-01-19 15:14:15,S
2017-01-19 21:00:26,R
2017-01-19 21:39:44,S
2017-01-19 22:04:53,R
2017-01-20 03:49:04,S
2017-01-20 11:02:13,S
2017-01-20 11:23:51,S
2017-01-20 11:31:59,R
2017-01-20 11:50:05,R
2017-01-20 14:20:28,R
2017-01-20 17:57:14,S
2017-01-20 22:26:01,R
2017-01-21 02:06:36,S
2017-01-21 06:43:34,R
2017-01-21 15:33:20,R
2017-01-21 19:15:03,S
2017-01-22 02:17:17,S
2017-01-22 04:49:11,R
2017-01-22 21:56:48,S
2017-01-23 09:49:10,S
2017-01-23 09:57:55,S
2017-01-23 16:56:34,S
2017-01-23 22:40:48,S
2017-01-24 15:05:51,R
2017-01-25 02:45:56,R
2017-01-25 05:09:45,S
2017-01-25 11:09:49,S
2017-01-25 17:55:14,R
2017-01-25 18:55:03,S
2017-01-26 00:42:50,R
2017-01-26 07:19:00,R
2017-01-26 10:26:31,S
2017-01-27 08:43:22,S
2017-01-27 09:06:07,R
2017-01-27 10:30:59,S
2017-01-27 10:56:46,S
2017-01-28 07:32:38,S
2017-01-29 01:07:24,R
2017-01-29 02:00:25,R
2017-01-29 02:12:18,S
2017-01-29 03:44:00,S
2017-01-31 00:56:38,S
2017-01-31 01:05:00,S
2017-01-31 14:07:58,R
2017-01-31 20:43:45,R
2017-02-02 19:46:52,S
2017-02-03 00:24:29,S
2017-02-03 04:11:34,S
2017-02-03 12:46:46,S
2017-02-03 17:42:36,S
2017-02-05 01:14:18,S
2017-02-05 03:53:09,S
2017-02-05 08:32:41,S
2017-02-05 13:02:05,S
2017-02-05 14:07:54,S
2017-02-05 20:00:10,R
2017-02-05 20:47:02,R
2017-02-05 21:48:02,R
2017-02-06 10:12:07,S
2017-02-07 08:52:13,S
2017-02-07 15:46:21,S
2017-02-08 00:23:41,S
2017-02-08 03:26:21,S
2017-02-09 08:15:09,S
2017-02-09 09:04:38,S
2017-02-10 09:41:17,R
2017-02-10 09:48:06,S
2017-02-10 23:03:43,R
2017-02-11 00:30:14,R
2017-02-11 09:36:31,S
2017-02-11 12:12:46,R
2017-02-12 01:18:18,S
2017-02-12 07:23:19,S
2017-02-12 10:30:05,S
2017-02-12 20:25:59,S
2017-02-13 07:31:55,R
2017-02-14 10:05:23,S
2017-02-14 11:03:08,S
2017-02-14 14:12:03,S
2017-02-14 18:58:17,S
2017-02-15 09:19:52,S
2017-02-15 20:49:21,R
2017-02-16 09:17:22,S
2017-02-16 10:59:20,S
2017-02-16 15:03:00,S
2017-02-17 05:56:54,R
2017-02-17 11:02:13,S
2017-02-18 07:24:29,S
2017-02-18 13:22:58,S
2017-02-19 05:15:40,S
2017-02-19 12:41:54,R
2017-02-21 13:12:24,S
2017-02-21 15:05:05,R
2017-02-21 16:44:36,R
2017-02-22 08:13:28,S
2017-02-24 10:48:18,S
2017-02-24 11:20:03,S
2017-02-27 15:06:59,S
2017-02-27 17:28:37,S
2017-02-28 09:49:00,S
2017-02-28 19:35:31,S
2017-03-01 16:43:36,S
2017-03-01 18:47:45,S
2017-03-01 23:10:01,R
2017-03-02 00:02:23,R
2017-03-02 09:15:05,S
2017-03-02 10:28:59,S
2017-03-02 10:31:03,S
2017-03-03 03:34:38,S
2017-03-03 09:17:27,S
2017-03-03 10:59:33,S
2017-03-03 16:28:51,S
2017-03-04 04:37:17,S
2017-03-05 00:25:01,S
2017-03-05 20:47:21,S
2017-03-06 07:30:59,R
2017-03-06 12:36:49,S
2017-03-06 12:39:04,S
2017-03-06 20:02:16,S
2017-03-06 20:12:53,S
2017-03-06 21:58:23,S
2017-03-07 04:01:48,R
2017-03-07 15:02:46,S
2017-03-09 10:43:53,S
2017-03-09 16:17:58,S
2017-03-10 01:35:57,R
2017-03-10 05:04:03,S
2017-03-10 06:45:02,R
2017-03-10 08:01:16,S
2017-03-10 08:18:06,S
2017-03-10 09:10:13,S
2017-03-11 10:57:10,S
2017-03-12 17:29:42,S
2017-03-13 01:11:57,R
2017-03-13 01:33:53,S
2017-03-13 05:09:55,S
2017-03-13 09:18:58,S
2017-03-13 22:14:35,S
2017-03-14 17:45:18,R
2017-03-15 11:38:54,S
2017-03-15 18:05:08,S
2017-03-16 01:12:00,S
2017-03-16 01:40:06,S
2017-03-17 09:29:26,S
2017-03-17 10:01:04,S
2017-03-17 10:11:00,S
2017-03-19 07:03:04,R
2017-03-19 07:26:25,S
2017-03-20 00:31:12,S
2017-03-20 04:49:25,S
2017-03-20 04:53:48,S
2017-03-20 09:01:38,S
2017-03-20 12:52:00,S
2017-03-20 21:09:31,S
2017-03-21 02:43:55,S
2017-03-21 17:56:44,S
2017-03-21 23:27:01,S
2017-03-22 05:08:27,S
2017-03-22 09:32:29,S
2017-03-22 18:09:12,S
2017-03-22 20:42:18,S
2017-03-22 20:43:12,S
2017-03-22 23:22:37,S
2017-03-24 09:14:25,S
2017-03-25 04:36:32,R
2017-03-26 23:01:58,S
2017-03-27 08:58:19,S
2017-03-27 20:54:59,S
2017-03-28 04:29:18,S
2017-03-28 08:57:18,S
2017-03-28 14:09:00,R
2017-03-29 14:04:32,R
2017-03-29 21:39:31,S
2017-03-29 23:38:17,R
2017-03-30 06:10:43,S
2017-03-30 07:05:59,S
2017-03-30 08:51:18,S
2017-03-30 10:19:04,S
2017-03-30 14:03:44,S
2017-03-30 14:50:47,S
2017-03-30 16:03:49,S
2017-03-31 02:16:06,R
2017-03-31 09:43:09,S
2017-04-01 17:30:54,S
2017-04-01 22:14:49,S
2017-04-02 00:43:40,S
2017-04-02 18:31:59,S
2017-04-03 01:23:19,S
2017-04-04 18:23:50,S
2017-04-05 02:19:04,S
2017-04-05 03:35:38,S
2017-04-05 23:22:18,R
2017-04-06 08:58:59,S
2017-04-08 09:53:02,S
2017-04-08 13:55:37,S
2017-04-10 03:47:33,R
2017-04-10 13:30:27,S
2017-04-10 23:22:22,R
2017-04-11 07:59:13,S
2017-04-11 13:07:54,S
2017-04-11 14:11:08,S
2017-04-14 01:39:42,S
2017-04-14 14:36:24,S
2017-04-14 19:42:46,S
2017-04-15 00:29:50,S
2017-04-15 11:05:39,S
2017-04-16 10:21:27,R
2017-04-18 08:40:50,S
2017-04-18 08:44:43,S
2017-04-18 20:43:34,S
2017-04-19 14:06:49,S
2017-04-20 01:14:20,S
2017-04-20 09:23:00,S
2017-04-23 04:27:31,S
2017-04-23 22:28:41,S
2017-04-24 01:37:32,R
2017-04-24 08:09:48,S
2017-04-25 08:01:20,S
2017-04-25 10:36:07,S
2017-04-25 12:56:48,S
2017-04-26 01:22:28,S
2017-04-26 05:02:41,S
2017-04-26 06:04:28,S
2017-04-26 07:03:55,S
2017-04-26 08:00:22,S
2017-04-26 09:49:47,S
2017-04-26 15:13:20,S
2017-04-26 19:16:34,S
2017-04-26 19:38:51,S
2017-04-27 10:18:02,S
2017-04-27 11:12:16,S
2017-04-27 14:08:51,S
2017-04-28 02:16:26,S
2017-04-28 10:51:55,S
2017-04-29 08:44:09,S
2017-04-30 06:20:51,R
2017-05-01 11:55:47,S
2017-05-01 15:23:48,S
2017-05-02 09:12:23,S
2017-05-02 14:07:10,S
2017-05-02 21:03:36,S
2017-05-03 04:55:43,S
2017-05-03 08:41:03,S
2017-05-04 09:15:21,S
2017-05-04 09:57:42,S
2017-05-04 15:26:11,S
2017-05-04 16:05:00,S
2017-05-04 20:45:43,S
2017-05-05 09:46:29,S
2017-05-06 10:00:36,S
2017-05-06 23:56:08,S
2017-05-07 15:59:04,S
2017-05-07 16:56:50,S
2017-05-08 02:10:26,S
2017-05-08 04:41:06,S
2017-05-08 09:38:24,S
2017-05-08 10:10:59,S
2017-05-08 15:35:05,R
2017-05-09 04:24:25,S
2017-05-09 14:11:29,S
2017-05-10 03:40:13,S
2017-05-10 20:55:25,S
2017-05-11 07:53:31,S
2017-05-11 09:45:23,S
2017-05-12 07:09:52,S
2017-05-12 07:45:19,S
2017-05-12 09:24:13,S
2017-05-12 09:33:56,S
2017-05-12 09:56:28,S
2017-05-12 20:37:46,S
2017-05-13 00:50:14,S
2017-05-13 00:57:54,S
2017-05-13 02:26:42,S
2017-05-13 11:27:28,S
2017-05-13 11:50:27,R
2017-05-13 11:53:58,S
2017-05-13 22:34:52,S
2017-05-13 23:26:17,S
2017-05-14 02:39:22,R
2017-05-16 09:14:50,S
2017-05-17 08:18:32,S
2017-05-17 11:34:19,S
2017-05-17 18:32:37,R
2017-05-18 08:46:42,S
2017-05-18 09:37:02,S
2017-05-18 10:17:59,S
2017-05-19 06:14:56,R
2017-05-20 16:46:28,S
2017-05-21 02:43:17,S
2017-05-21 12:43:29,S
2017-05-21 17:59:25,R
2017-05-22 08:49:43,S
2017-05-23 09:15:36,S
2017-05-23 09:39:04,S
2017-05-24 14:03:21,S
2017-05-27 04:02:57,S
2017-05-27 19:57:27,S
2017-05-28 07:42:36,S
2017-05-28 23:13:20,S
2017-05-29 08:19:06,S
2017-05-29 20:39:22,S
2017-05-29 20:40:12,S
2017-05-30 09:18:31,S
2017-05-30 14:05:09,S
2017-05-31 09:39:38,S
2017-05-31 20:47:25,S
2017-06-01 08:43:40,S
2017-06-01 08:52:15,S
2017-06-01 09:41:08,S
2017-06-01 10:24:14,S
2017-06-01 16:56:34,S
2017-06-02 09:33:00,S
2017-06-02 13:42:59,S
2017-06-02 19:05:40,S
2017-06-02 21:03:48,S
2017-06-03 13:25:48,S
2017-06-03 14:38:47,S
2017-06-03 14:47:37,S
2017-06-03 14:51:20,S
2017-06-03 18:40:10,S
2017-06-03 21:28:02,R
2017-06-04 12:09:46,S
2017-06-04 18:01:53,S
2017-06-05 06:43:07,S
2017-06-06 07:18:34,S
2017-06-06 08:01:05,S
2017-06-07 08:10:55,S
2017-06-08 08:59:25,S
2017-06-08 09:04:25,R
2017-06-09 08:36:07,S
2017-06-09 13:50:17,S
2017-06-09 23:57:06,S
2017-06-10 08:09:08,R
2017-06-10 22:22:09,R
2017-06-11 07:28:53,S
2017-06-12 04:56:41,S
2017-06-12 19:59:04,S
2017-06-13 00:32:40,S
2017-06-13 03:06:59,S
2017-06-13 03:57:34,R
2017-06-13 08:49:58,S
2017-06-13 19:10:20,S
2017-06-13 21:38:03,S
2017-06-14 23:34:42,R
2017-06-18 01:04:04,S
2017-06-18 18:08:36,S
2017-06-19 22:34:09,S
2017-06-20 01:38:17,R
2017-06-20 07:40:58,S
2017-06-20 08:55:11,S
2017-06-20 08:59:12,S
2017-06-21 05:39:09,S
2017-06-21 10:15:53,S
2017-06-21 14:06:08,S
2017-06-22 09:47:35,S
2017-06-22 13:05:04,S
2017-06-23 02:52:45,R
2017-06-23 08:53:44,S
2017-06-24 23:22:40,S
2017-06-24 23:29:00,S
2017-06-24 23:55:14,S
2017-06-25 00:02:29,S
2017-06-25 00:13:01,S
2017-06-25 07:50:33,S
2017-06-25 23:39:02,S
2017-06-26 14:05:51,S
2017-06-27 06:58:41,S
2017-06-27 07:00:27,S
2017-06-27 07:46:09,S
2017-06-27 08:45:20,S
2017-06-27 09:42:58,S
2017-06-27 12:22:24,S
2017-06-27 14:07:32,S
2017-06-28 07:19:19,S
2017-06-28 08:26:30,S
2017-06-28 14:06:37,S
2017-06-29 07:56:37,S
2017-06-29 08:56:04,S
2017-06-29 14:06:45,S
2017-06-29 18:24:46,S
2017-06-30 00:40:53,S
2017-06-30 16:30:32,S
2017-06-30 17:15:25,S
2017-07-01 02:08:06,S
2017-07-01 08:11:01,S
2017-07-01 08:19:57,S
2017-07-01 08:31:07,S
2017-07-01 08:51:44,S
2017-07-01 09:30:22,S
2017-07-01 10:24:59,S
2017-07-01 10:31:31,R
2017-07-01 12:20:09,S
2017-07-01 12:28:55,S
2017-07-01 14:27:27,S
2017-07-01 14:28:45,S
2017-07-01 16:40:08,S
2017-07-01 18:59:23,S
2017-07-01 19:20:28,S
2017-07-01 19:46:02,S
2017-07-01 22:44:13,S
2017-07-02 10:15:46,S
2017-07-02 10:54:40,S
2017-07-02 15:40:31,S
2017-07-02 21:30:18,S
2017-07-03 14:06:08,S
2017-07-04 07:09:33,S
2017-07-04 09:39:14,S
2017-07-05 08:17:01,S
2017-07-05 13:57:03,S
2017-07-06 08:27:40,S
2017-07-06 08:46:27,S
2017-07-06 15:12:17,S
2017-07-06 18:20:01,S
2017-07-07 07:52:42,S
2017-07-08 00:15:12,S
2017-07-08 00:18:47,S
2017-07-08 00:38:49,S
2017-07-08 00:41:38,S
2017-07-08 23:14:54,S
2017-07-09 00:49:30,S
2017-07-10 02:20:54,S
2017-07-10 21:50:36,S
2017-07-11 03:51:53,S
2017-07-11 07:29:30,S
2017-07-11 08:44:54,S
2017-07-11 20:02:16,S
2017-07-12 04:02:34,S
2017-07-13 03:55:16,S
2017-07-13 10:12:52,S
2017-07-14 00:10:18,S
2017-07-14 18:38:34,S
2017-07-14 23:23:00,S
2017-07-15 01:04:57,S
2017-07-17 04:26:54,S
2017-07-18 16:14:29,S
2017-07-18 19:49:29,S
2017-07-20 08:50:06,S
2017-07-21 08:43:20,S
2017-07-21 17:04:52,S
2017-07-22 02:14:40,S
2017-07-22 04:48:28,S
2017-07-22 08:23:43,S
2017-07-22 11:43:56,S
2017-07-22 14:37:51,S
2017-07-25 08:51:29,S
2017-07-26 08:40:54,S
2017-07-26 09:30:39,S
2017-07-27 09:01:22,S
2017-07-29 04:04:10,S
2017-07-31 17:27:01,R
2017-07-31 17:42:28,S
2017-07-31 19:30:37,S
2017-07-31 19:44:31,S
2017-07-31 21:32:08,S
2017-08-01 00:26:41,S
2017-08-01 03:48:25,R
2017-08-01 04:37:14,S
2017-08-01 06:51:03,S
2017-08-01 08:48:17,S
2017-08-01 19:32:37,R
2017-08-01 23:32:47,S
2017-08-02 09:08:38,S
2017-08-02 10:44:06,S
2017-08-03 08:47:29,S
2017-08-03 10:19:16,S
2017-08-03 10:30:54,S
2017-08-03 11:55:25,S
2017-08-03 11:56:53,S
2017-08-03 23:20:36,S
2017-08-04 05:15:59,S
2017-08-05 06:00:20,S
